applicant_id,name,age,gender,state,district,lat,lng,employment,monthly_income_inr,loan_type,loan_amount_inr,loan_tenure_months,is_agricultural,crop_type,land_acres,ndvi_score,rainfall_30d_mm,phone,email,device,browser,application_timestamp,cibil_score,existing_loans,default_history,dti,default_probability,outcome,app_velocity_30d,email_age_days,phone_age_days,ip_geo_mismatch,device_shared_count_30d,disposable_email,fraud_score
APP000052,Applicant 52,41,M,MP,Indore,22.8116,75.8634,Farmer,21715,Tractor,691000,60,1,Sugarcane,5.7,0.709,20.3,+917244340918,kavita46@gmail.com,iPhone,Opera,2026-08-18T20:47:00,690,0,0,0.012,0.021,1,1,1718,1045,0,0,0,0.1824
APP000053,Applicant 53,26,M,MP,Bhopal,23.151,77.7469,Self Employed Business,22750,Two Wheeler,78000,24,0,,0.0,0.0,0.0,+918887302225,rahul76@yandex.com,iPhone,Edge,2026-08-25T13:43:00,715,0,0,0.003,0.019,1,1,1226,1025,0,0,1,0.6225
APP000054,Applicant 54,44,F,Rajasthan,Jaipur,26.6156,75.9544,Gig Worker,27403,Used Commercial Vehicle,470000,48,0,,0.0,0.0,0.0,+917607430264,kavita49@tempmail.com,Android-Samsung,Firefox,2026-08-18T14:41:00,673,0,0,0.008,0.022,1,2,1,562,0,0,1,0.6798
APP000055,Applicant 55,42,F,UP,Lucknow,27.1222,80.6271,Self Employed Business,22943,Two Wheeler,101000,24,0,,0.0,0.0,0.0,+917972994972,priya29@gmail.com,Other-Android,InApp,2026-08-17T08:42:00,613,0,0,0.004,0.027,2,3,559,1191,0,0,0,0.2689
APP000056,Applicant 56,25,F,Karnataka,Mysuru,12.083,76.4307,Self Employed Business,15577,Two Wheeler,94000,24,0,,0.0,0.0,0.0,+918907818922,pooja46@tempmail.com,iPhone,Safari,2026-08-12T18:36:00,717,0,0,0.006,0.0191,1,1,1562,2160,0,0,1,0.6225
APP000057,Applicant 57,22,F,Tamil Nadu,Tirunelveli,8.3873,78.0851,Self Employed Business,14791,Tractor,1098000,60,1,Soybean,9.28,0.464,36.5,+918171629709,deepa75@yahoo.com,iPhone,Firefox,2026-08-01T14:03:00,586,1,0,0.027,0.0376,2,1,1591,1800,0,1,0,0.2689
APP000058,Applicant 58,32,F,Tamil Nadu,Tirunelveli,8.4864,77.4763,Salaried,26514,Personal Loan,118000,24,0,,0.0,0.0,0.0,+919642900640,ramesh20@gmail.com,Feature-Phone,Opera,2026-08-17T14:07:00,621,1,0,0.004,0.0237,2,1,982,1896,0,1,0,0.2689
APP000059,Applicant 59,29,M,UP,Varanasi,25.23,82.95,Farmer,21692,Consumer Durable,21000,12,1,Paddy,7.06,0.723,12.8,+919248349034,kavita18@yandex.com,Feature-Phone,Edge,2026-08-12T12:47:00,726,3,0,0.002,0.0582,1,1,1,32,0,0,1,0.6242
APP000060,Applicant 60,45,M,UP,Gorakhpur,26.9935,83.6818,Daily Wage,12877,Tractor,1099000,60,1,Cotton,9.83,0.603,53.8,+918965718821,ramesh47@yahoo.com,Android-Realme,Firefox,2026-08-17T14:52:00,646,0,0,0.031,0.0281,2,1,32,1854,0,0,0,0.1824
APP000061,Applicant 61,37,F,Maharashtra,Aurangabad,20.2156,75.3587,Gig Worker,18968,Used Car,150000,48,0,,0.0,0.0,0.0,+917802373824,deepa98@rediffmail.com,Android-Samsung,InApp,2026-08-14T09:27:00,535,0,0,0.004,0.0352,0,1,1194,582,0,0,0,0.1824
APP000062,Applicant 62,40,M,UP,Lucknow,27.2089,80.6604,Farmer,18542,Personal Loan,30000,24,1,Pulses,1.36,0.632,103.4,+919738095498,manoj56@yandex.com,Other-Android,InApp,2026-08-26T15:02:00,666,1,0,0.001,0.0273,1,1,835,1336,0,1,1,0.7311
APP000063,Applicant 63,45,F,UP,Lucknow,27.1775,80.6404,Salaried,30015,Used Car,324000,48,0,,0.0,0.0,0.0,+917111296943,priya73@yandex.com,Android-Realme,InApp,2026-08-15T11:39:00,850,0,0,0.005,0.0072,1,4,2023,1854,0,1,1,0.852
APP000064,Applicant 64,42,M,Tamil Nadu,Salem,11.3614,77.9068,Farmer,14462,Used Car,294000,48,1,Sugarcane,10.29,0.912,-31.8,+919738900744,priya56@yandex.com,Android-Xiaomi,Safari,2026-08-26T15:01:00,474,0,0,0.009,0.0439,0,2,2039,1958,1,0,1,0.9047
APP000065,Applicant 65,26,F,UP,Varanasi,25.0203,83.2371,Self Employed Business,28080,Two Wheeler,92000,24,0,,0.0,0.0,0.0,+918361623473,suresh67@rediffmail.com,Other-Android,InApp,2026-08-19T10:49:00,712,0,0,0.003,0.0191,1,2,1040,1140,0,0,0,0.2227
APP000066,Applicant 66,30,F,Rajasthan,Jodhpur,26.3304,72.699,Self Employed Business,33485,Personal Loan,115000,24,0,,0.0,0.0,0.0,+919365845882,arjun26@tempmail.com,Feature-Phone,Safari,2026-08-19T17:09:00,739,1,0,0.003,0.0256,1,3,1,2254,1,0,1,0.9243
APP000067,Applicant 67,37,F,Andhra,Guntur,16.4202,80.2782,Daily Wage,12590,Used Commercial Vehicle,686000,48,0,,0.0,0.0,0.0,+919654755464,ramesh73@tempmail.com,Android-Xiaomi,InApp,2026-08-13T12:29:00,622,1,0,0.025,0.0537,2,1,953,425,0,0,1,0.6225
APP000068,Applicant 68,37,M,Rajasthan,Udaipur,24.2981,73.353,Gig Worker,17615,Used Car,284000,48,0,,0.0,0.0,0.0,+919003484425,suresh44@rediffmail.com,iPhone,Opera,2026-08-14T11:55:00,616,2,0,0.007,0.0581,2,1,806,453,0,1,0,0.2689
APP000069,Applicant 69,46,M,MP,Bhopal,23.5376,77.3573,Farmer,18543,Tractor,871000,60,1,Sugarcane,3.74,0.617,-73.0,+919888454001,deepa46@yandex.com,Android-Realme,InApp,2026-08-12T20:25:00,552,0,0,0.017,0.0281,0,2,604,810,0,0,1,0.6792
APP000070,Applicant 70,57,M,Telangana,Warangal,18.0509,79.5152,Farmer,13614,Used Car,583000,48,0,,0.0,0.0,0.0,+918456360258,rahul56@yahoo.com,Android-Samsung,Chrome,2026-08-02T10:45:00,590,2,0,0.02,0.0649,2,1,303,446,0,1,0,0.2689
APP000071,Applicant 71,46,M,Telangana,Warangal,18.0464,79.4065,Farmer,16402,Personal Loan,50000,24,1,Groundnut,8.25,0.479,-22.7,+918789026838,pooja49@tempmail.com,Feature-Phone,Opera,2026-08-19T11:46:00,705,1,0,0.003,0.0292,1,1,126,1126,0,0,1,0.6225
APP000072,Applicant 72,41,M,Rajasthan,Jodhpur,26.2538,73.073,Salaried,19051,Used Car,413000,48,0,,0.0,0.0,0.0,+919626278260,deepa17@tempmail.com,Feature-Phone,Edge,2026-08-17T14:20:00,779,2,0,0.01,0.0208,1,1,1,598,0,0,1,0.6231
APP000073,Applicant 73,45,F,Karnataka,Tumakuru,13.1928,76.9793,Farmer,8598,Two Wheeler,73000,24,0,,0.0,0.0,0.0,+918278244804,arjun36@tempmail.com,Feature-Phone,Firefox,2026-08-10T09:36:00,599,0,0,0.008,0.0289,2,2,1,1095,0,0,1,0.6798
APP000074,Applicant 74,40,M,Rajasthan,Jodhpur,26.3748,73.0491,Self Employed Business,19320,Tractor,833000,60,1,Vegetables,2.08,0.778,37.5,+919644312718,pooja40@yahoo.com,Feature-Phone,Safari,2026-08-02T09:26:00,601,2,0,0.016,0.0512,2,5,411,1456,0,1,0,0.5
APP000075,Applicant 75,29,F,UP,Varanasi,25.6234,82.7145,Farmer,18010,Two Wheeler,111000,24,0,,0.0,0.0,0.0,+917997378157,rahul14@yahoo.com,Android-Samsung,Edge,2026-08-26T15:11:00,673,3,0,0.006,0.0699,1,1,978,833,0,2,0,0.3775
APP000076,Applicant 76,26,M,Maharashtra,Nashik,19.862,73.9747,Homemaker,23637,Mobile Loan,16000,9,0,,0.0,0.0,0.0,+919165576952,deepa44@yahoo.com,Feature-Phone,Firefox,2026-08-23T10:00:00,589,0,0,0.001,0.0389,2,1,403,1823,0,0,0,0.1824
APP000077,Applicant 77,32,F,UP,Varanasi,25.6808,82.8155,Salaried,22519,Two Wheeler,70000,24,0,,0.0,0.0,0.0,+918120064235,manoj40@rediffmail.com,Feature-Phone,Opera,2026-08-01T12:41:00,747,0,0,0.003,0.0104,1,2,439,989,0,1,0,0.3208
APP000078,Applicant 78,22,M,Gujarat,Surat,21.3797,72.9754,Farmer,15783,Used Car,170000,48,1,Vegetables,5.73,0.691,28.6,+919358944233,deepa78@tempmail.com,Other-Android,Chrome,2026-08-17T15:33:00,625,0,0,0.005,0.0215,2,1,1,654,0,0,1,0.6231
APP000079,Applicant 79,41,M,UP,Gorakhpur,26.7712,83.3386,Salaried,23944,Two Wheeler,105000,24,0,,0.0,0.0,0.0,+919192045446,deepa17@rediffmail.com,Android-Samsung,Opera,2026-08-15T18:51:00,694,1,0,0.004,0.0185,1,2,910,1558,0,0,0,0.2227
APP000080,Applicant 80,21,F,UP,Gorakhpur,26.6611,83.5194,Salaried,31061,Tractor,717000,60,1,Paddy,8.89,0.825,14.5,+918805440796,kavita58@rediffmail.com,Feature-Phone,Opera,2026-08-05T18:55:00,674,1,0,0.008,0.0163,1,1,337,1050,0,0,0,0.1824
APP000081,Applicant 81,34,M,Rajasthan,Jaipur,26.7049,75.4411,Farmer,9451,Two Wheeler,68000,24,0,,0.0,0.0,0.0,+917484664056,ramesh94@rediffmail.com,Other-Android,Chrome,2026-08-15T17:43:00,676,0,0,0.007,0.0221,1,1,422,1194,0,0,0,0.1824
APP000082,Applicant 82,44,M,UP,Varanasi,25.7062,82.9909,Self Employed Business,21748,Used Car,208000,48,0,,0.0,0.0,0.0,+919568036839,kavita40@outlook.com,iPhone,Firefox,2026-08-09T08:35:00,776,0,0,0.004,0.0154,1,1,299,30,0,0,0,0.1831
APP000083,Applicant 83,47,M,Rajasthan,Jaipur,27.157,76.1191,Daily Wage,12993,Two Wheeler,52000,24,0,,0.0,0.0,0.0,+919033747850,anita38@outlook.com,Other-Android,Edge,2026-08-14T16:33:00,682,1,0,0.004,0.0424,1,2,1,30,0,1,0,0.3225
APP000084,Applicant 84,31,M,Karnataka,Mysuru,12.2793,76.935,Self Employed Business,31688,Personal Loan,64000,24,0,,0.0,0.0,0.0,+917808155185,pooja95@yandex.com,Android-Realme,Firefox,2026-08-01T11:59:00,682,2,0,0.002,0.0456,1,1,1,534,0,0,1,0.6231
APP000085,Applicant 85,48,F,Karnataka,Belagavi,16.059,74.3539,Self Employed Business,20844,Used Commercial Vehicle,520000,48,0,,0.0,0.0,0.0,+919135789708,deepa22@tempmail.com,Android-Xiaomi,Firefox,2026-08-11T14:02:00,701,0,0,0.011,0.0203,1,1,773,2531,0,0,1,0.6225
APP000086,Applicant 86,43,F,Maharashtra,Nashik,19.9662,73.976,Self Employed Business,29279,Three Wheeler,176000,36,0,,0.0,0.0,0.0,+919941393812,kavita42@rediffmail.com,Android-Realme,Safari,2026-08-05T19:34:00,484,1,0,0.004,0.0606,0,1,683,2225,0,0,0,0.1824
APP000087,Applicant 87,48,F,Rajasthan,Jaipur,27.0398,75.3999,Daily Wage,5767,Two Wheeler,77000,24,0,,0.0,0.0,0.0,+919172106337,deepa57@gmail.com,Other-Android,Opera,2026-08-14T08:01:00,590,0,0,0.009,0.0398,2,1,2356,1037,0,1,0,0.2689
APP000088,Applicant 88,41,F,Tamil Nadu,Salem,11.8115,78.4243,Salaried,13344,Tractor,868000,60,1,Groundnut,5.06,0.444,-38.5,+919426665919,anita99@yahoo.com,Feature-Phone,InApp,2026-08-25T08:05:00,751,0,0,0.024,0.0107,1,2,802,621,0,0,0,0.2227
APP000089,Applicant 89,55,M,Telangana,Warangal,18.3082,79.7416,Driver,13080,Two Wheeler,48000,24,0,,0.0,0.0,0.0,+919973353078,pooja70@outlook.com,Android-Realme,Opera,2026-08-19T18:02:00,698,3,0,0.003,0.0645,1,1,1330,1457,0,0,0,0.1824
